X
470.4448568391
662.1665933598
727.4816521744
797.9228355046
840.9951383917
854.0464988951
862.6436556644
878.3553737822
891.6989159432
862.7336389804
880.8237372198
892.7420215239
877.9039492161
881.4310836033
913.2481102472
902.2004331161
905.4821054119
887.647323035
875.5397321584
899.7561273781
892.9769548776
897.9385288377
905.020353841
893.5339976682
874.8598218423
879.7886351023
869.2955264837
884.1770406418
867.1400570832
895.3210658314
886.0264872939
876.8470697516
893.7578684633
889.08926632
892.076822613
870.7281613951
876.4759931135
872.0019569037
871.2239980992
869.1055133282
856.9711043689
874.321801776
908.8344875703
903.8290487637
884.0985425849
868.2529545308
904.093401067
880.6207247937
883.717587186
871.5711391112
863.8603784695
869.6854706922
880.2132255611
908.5234551426
879.8631066842
886.8898339689
894.4180134999
890.2970473149
860.112819152
873.4348624209
892.1520169668
866.0868262323
863.7440497937
886.2925141084
907.3930596729
860.6812567643
865.6343682199
874.6874567541
890.3196340657
895.490272573
892.7166780857
875.3351681379
885.0564980926
896.1965081982
900.1011195177
905.0525734698
901.0133256126
903.6723882717
889.693703977
889.7953606349
883.8637638453
869.4099288544
871.2529326391
876.1033577489
856.0999362046
847.678924887
882.9264644592
891.1020597192
902.197357167
917.1879793595
911.3515095306
899.2832170496
900.8444324287
882.0280037431
885.0207316983
884.4660284691
900.0799304216
886.187004285
881.422747996
899.7371523546
898.7709907945
893.7314173434
865.1560000331
852.2619748817
873.3073263209
920.3413963863
893.2732588753
887.8661820441
885.8437171701
870.4344548289
870.371443348
869.06453635
886.3376716576
889.6592320328
907.9768779374
910.4179390766
899.3019556376
868.2959613134
894.4474459056
930.1199878504
900.6856979021
892.9433656542
895.2022891637
877.6602293485
895.0162815846
897.8470453232
902.1733537371
894.590752556
875.0735661499
895.2914087014
906.8251707773
897.6412544839
881.354329695
876.4326958577
869.4796909075
869.2284092447
872.1802863287
901.7295553361
921.8270081736
884.4941227376
875.156536419
880.0198797733
892.4246174079
893.6400240079
894.3105104919
873.2496630501
871.8102308315
890.4477277668
899.5815993906
890.4651618586
871.9328786378
894.4226075075
881.1518230047
872.0066492546
888.3579739732
882.5457412992
886.5964866804
865.0498566966
863.3163914648
883.2861426247
890.133145362
900.497840702
881.8056954904
881.1229771873
883.1258221577
895.4025523593
890.357462634
889.8247875868
901.8552807204
909.894439281
908.4931104375
890.5012329344
883.1730458772
871.3734146791
883.0272285952
866.2837504054
875.0636904227
885.9766344248
875.9594525011
861.34760315
848.8514558325
848.104067605
868.320262666
883.4537335901
896.5691422147
890.2048219777
887.4969369963
889.2161063601
868.2948264405
874.3793832248
889.0468212253
896.538552105
898.1502196117
887.5600301889
869.8002719805
861.606585449
871.6790900685
857.9816075297
882.0642801552
890.407060455
895.5588763069
878.9082181906
900.9305826665
898.5047258095
878.162463851
869.4690255506
889.5569796187
880.848815011
876.0307455971
880.9077837406
895.4892182962
890.8725011629
903.2428283788
885.1453061996
881.0243657584
896.86900196
886.5210243407
893.0379074013
875.4272154614
867.0478628351
883.4408241209
879.568609935
871.3299648034
878.3722908289
909.3505618563
908.8068461034
903.4697257779
909.2804919523
912.6316052135
873.0311848276
903.2803228201
889.6892924287
872.5672060772
862.146766392
882.0176983176
887.4657497494
900.770661975
863.1980150525
872.5334423804
870.3673048378
869.7711691177
900.5748844262
899.3796736474
893.9546835041
890.8789611946
908.2098365192
927.3220035362
912.0803525732
897.8722138084
881.63677352
895.4727207912
896.7673631574
871.4814262386
883.8992426022
899.5469902912
850.7008211861
867.8954478418
886.3390639002
884.6542487975
872.9534923446
876.2058219774
894.9057919495
924.8516941442
903.9212288181
888.1201114154
868.73505451
885.8260988165
901.1230944255
870.7064370964
863.530678305
865.9118824124
893.702112519
883.978131736
897.1395449728
893.8863913039
896.9577116722
882.1636766409
866.7838541505
883.0051052528
899.1270829916
887.0045986949
896.6485044802
900.4160300925
897.3264991297
883.2216917749
869.8917858114
873.7180948052
882.8674768386
895.8851345752
892.2370044
922.5200359854
883.0692298687
893.1298309404
893.9693285394
885.3861082392
878.1245435418
879.8674613629
883.1051599442
904.0463258179
924.3243622754
896.2675028391
872.015559847
859.5236927325
871.149950024
894.4724390555
882.9355285281
878.7654760917
888.2774497608
863.6260987297
893.2306263051
891.5932332208
876.5853651225
892.8459289746
907.620107705
881.6352656006
894.613244045
898.3269609299
890.7129155475
889.0374290947
896.8762284061
874.4426271963
874.1969840105
897.7814438288
902.5235017872
877.1736071066
896.0810119559
912.5772595076
878.4315084744
890.3489330767
885.7268895438
888.4186275673
