X
20
17
20
25
19
17
19
18
19
18
19
20
23
21
26
19
20
18
16
17
18
19
17
18
30
20
17
15
18
17
17
14
12
16
14
14
16
14
15
15
16
12
13
13
15
12
22
20
18
16
18
16
13
8
12
13
15
16
14
14
15
14
19
23
18
15
17
16
12
13
13
19
18
15
11
13
14
20
13
12
18
12
14
13
23
16
14
17
23
17
12
13
14
14
15
14
13
11
12
13
12
12
12
12
16
16
19
12
12
13
17
16
14
16
17
18
13
15
12
18
18
19
18
16
24
15
18
19
11
19
13
14
20
13
13
19
18
16
20
13
13
20
17
23
23
17
13
12
19
19
13
8
11
13
9
11
11
21
18
20
21
15
17
19
21
19
27.9
13
17
17
19
27
22
24
24
21
24
17
19
18
21
19
22
17
15
18
20
16
21
15
13
14
12
20
18
15
16
15
13
12
19
18
15
15
16
21
15
21
20
15
14
20
16
16
18
19
22
19
20
17
16
21
23
17
21
17
17
17
19
16
16
16
16
18
19
17
15
15
15
18
16
19
12
20
17
19
16
23
18
21
19
13
19
20
19
14
20
19
15
14
17
19
21
17
17
22
24
21
18
20
19
21
16
16
20
14
15
16
15
21
18
17
19
16
13
15
17
12
13
18
17
14
15
15
28
12
20
16
22
17
20
17
13
14
18
22
16
20
24
14
33
76.8
38
24
36
26
32.9
28.9
31
46.9
29
23
22
24
19
17
19
18
18
21
20
22
20
20
22
23
21
22
19
17
19
18
21
18
17
19
21
19
17
20
22
18
21
20
18
22
20
60.9
47.9
21
47.9
36.9
33.9
42.9
58.9
20
33
57.9
22
20
22
19
19
87.9
47.9
64.9
60.9
68.9
26
16
45.9
24
21
24
22
17
20
18
22
19
19
21
22
23
24.9
22
19
19
19
19
17
20
19
20
23
20
20
18
19
19
18
17
16
54.9
58.9
50.9
27
75.8
29.9
47.9
51.9
52.9
47.9
49.9
32
25
51.9
22
18
24
18
20
17
17
18
20
21
21
20
18
15
16
20
16
19
17
17
17
18
17
20
16
16
18
18
16
16
16
17
18
19
18
18
17
16
15
14
17
18
18
16
17
18
21
18
17
15
17
20
18
16
16
17
20
16
16
17
16
20
18
17
22
18
17
18
18
19
16
16
19
21
21
20
21
19
19
17
17
17
36
52.9
65.9
21
21
21
19
17
18
20
18
19
81.9
26
23
19
26
24
20
64.9
20
17
35
22
23
20
13
17
16
13
23
15
14
22
42
24
21
22
18
19
18
17
16
17
20
19
22
18
20
18
17
21
16
18
18
20
21
24
21
19
18
18
18
18
19
19
19
19
19
18
16
16
19
19
19
19
18
19
18
17
21
17
18
18
17
19
23
17
17
20
20
18
18
15
14
18
19
22
20
20
16
16
16
20
18
18
21
21
22
25
19
21
18
17
19
19
18
17
20
19
18
20
15
17
19
20
20
19
19
20
19
20
16
18
18
17
16
16
19
19
12
15
14
16
15
15
16
15
41.9
56.9
58.9
43.9
51.9
42.9
20
37.9
20
25
29
18
19
15
58.9
41.9
33
30
32
30
23
19
18
19
22
15
33
26
28
21
24
26
20
69.9
32
22
20
30
25
41.9
24
18
30
53.9
62.9
46.9
29
23
19
21
17
22
19
19
35
27
18
19
20
26
84.9
35
18
25
59.9
35.9
16
22
17
15
19
16
19
17
16
17
19
17
17
19
18
22
23
18
18
18
17
19
19
19
18
22
23
23
22
25
16
14
15
17
55.9
81.9
28
53
35
64.9
28
71.9
37.9
29
79.8
27
70.9
36
43.9
99.9
37.9
24
36.9
64.9
50.9
44.9
55.9
51.9
42.9
29
47.9
45.9
35.9
53.9
69.9
40.9
54.9
22
20
35
26
48.9
48.9
29
28
20
17
46.9
35
93.8
27
48.9
30
37.9
35
33
20
30
20
26
35
43.9
29
27
24
25
27
21
29
46.9
65.9
31
35.9
27
41.9
63.9
19
31
46.9
99.8
27
27
48.9
100.9
30.9
76.9
32
42.9
62.9
67.9
63.9
33.9
30
70.9
27
24
22
19
25
43.9
66.9
24
20
38.9
36
57.9
37.9
23
59.9
28
23
43.9
77.9
24.9
46.9
78.9
20
24
24
36
72.9
32
80.9
39.9
59.9
34.9
38
71.9
27
60.9
27
75.9
34
55.9
36.9
22
20
18
20
23
22
18
19
26.9
27
19
25
19
16
21
17
16
19
17
18
24
18
17
17
20
20
18
20
21
18
17
19
19
17
17
19
17
16
62.9
33.9
19
21
69.9
84.9
39
40
30
29
65.9
110.8
97.9
67.9
73.9
84.9
116.8
73.9
128.8
81.9
80.9
63
30
33
108.8
84
60.8
80.9
57.9
72.9
71.8
58.9
50.9
71.9
58.9
50.9
60.9
54.9
35.9
51
87.9
50.9
35.9
40.9
63.9
45.9
51.9
22.9
18
18
17
17
20
24
21
20
18
28
19
17
20
21
18
19
20
18
18
22
18
23
18
23
20
21
20
23
20
17
20
18
23
25
22
17
17
20
17
20
19
19
18
22
21
23
27
20
18
18
20
17
20
25
19
17
19
18
19
18
19
20
23
21
26
19
20
18
16
17
18
19
17
18
30
20
17
15
18
17
17
14
12
16
14
14
16
14
15
15
16
12
13
13
15
12
22
20
18
16
18
16
13
8
12
13
15
16
14
14
15
14
19
23
18
15
17
16
12
13
13
19
18
15
11
13
14
20
13
12
18
12
14
13
23
16
14
17
23
17
12
13
14
14
15
14
13
11
12
13
12
12
12
12
16
16
19
12
12
13
17
16
14
16
17
18
13
15
12
18
18
19
18
16
24
15
18
19
11
19
13
14
20
13
13
19
18
16
20
13
13
20
17
23
23
17
13
12
19
19
13
8
11
13
9
11
11
21
18
20
21
15
17
19
21
19
27.9
13
17
17
19
27
22
24
24
21
24
17
19
18
21
19
22
17
15
18
20
16
21
15
13
14
12
20
18
15
16
15
13
12
19
18
15
15
16
21
15
21
20
15
14
20
16
16
18
19
22
19
20
17
16
21
23
17
21
17
17
17
19
16
16
16
16
18
19
17
15
15
15
18
16
19
12
20
17
19
16
23
18
21
19
13
19
20
19
14
20
19
15
14
17
19
21
17
17
22
24
21
18
20
19
21
16
16
20
14
15
16
15
21
18
17
19
16
13
15
17
12
13
18
17
14
15
15
28
12
20
16
22
17
20
17
13
14
18
22
16
20
24
14
33
76.8
38
24
36
26
32.9
28.9
31
46.9
29
23
22
24
19
17
19
18
18
21
20
22
20
20
22
23
21
22
19
17
19
18
21
18
17
19
21
19
17
20
22
18
21
20
18
22
20
60.9
47.9
21
47.9
36.9
33.9
42.9
58.9
20
33
57.9
22
20
22
19
19
87.9
47.9
64.9
60.9
68.9
26
16
45.9
24
21
24
22
17
20
18
22
19
19
21
22
23
